,datetime_of_infraction,time_of_infraction,year,month,day,infraction_code,infraction_description,set_fine_amount,location2,province,latitude,longitude,permit_time_restrictions,fee_related,time_related,plate_related,fire_route,accessible_related,commercial_related,obstruction_related,cycle_related
1628000,2022-01-10 13:06:00,13:06:00,2022,1,10,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"215 HURON ST, TORONTO, ON, CANADA",ON,43.65919735,-79.39816696902275,0,1,0,0,0,0,0,0,0
1630000,2022-01-13 20:41:00,20:41:00,2022,1,13,367.0,STND ONSTRT ACCESSIBLE NO PRMT,450,"100 FRONT ST W, TORONTO, ON, CANADA",ON,43.64590915,-79.3813637083646,0,0,0,0,0,1,0,0,0
1632000,2022-01-20 10:23:00,10:23:00,2022,1,20,3.0,PARK ON PRIVATE PROPERTY,30,"400 BATHURST ST, TORONTO, ON, CANADA",ON,43.653822,-79.4069534,1,0,0,0,0,0,0,0,0
1634000,2022-01-24 18:21:00,18:21:00,2022,1,24,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"20 EDWARD ST, TORONTO, ON, CANADA",ON,43.6570527,-79.38232911738083,0,0,1,0,0,0,0,0,0
1636000,2022-01-28 16:06:00,16:06:00,2022,1,28,8.0,STAND VEH.-PROHIBIT TIME/DAY,100,"JAMES ST, TORONTO, ON, CANADA",ON,43.6540378,-79.3814922,0,0,1,0,0,0,0,0,0
1638000,2022-02-01 18:49:00,18:49:00,2022,2,1,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"LA PLANTE AVE, TORONTO, ON, CANADA",ON,43.6591927,-79.3860233,0,1,0,0,0,0,0,0,0
1640000,2022-02-07 09:44:00,09:44:00,2022,2,7,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"30 GRAND TRUNK CRES, TORONTO, ON, CANADA",ON,43.64216145,-79.38290019160826,1,0,0,0,0,0,0,0,0
1642000,2022-02-11 03:02:00,03:02:00,2022,2,11,3.0,PARK ON PRIVATE PROPERTY,30,"33 SINGER CRT, TORONTO, ON, CANADA",ON,43.7695026,-79.3708357,1,0,0,0,0,0,0,0,0
1644000,2022-02-15 16:57:00,16:57:00,2022,2,15,4.0,PARK ON MUNICIPAL PROPERTY,30,"45 ABELL ST, TORONTO, ON, CANADA",ON,43.6419636,-79.4239387,1,0,0,0,0,0,0,0,0
1646000,2022-02-20 03:54:00,03:54:00,2022,2,20,3.0,PARK ON PRIVATE PROPERTY,30,"209 FORT YORK BLVD, TORONTO, ON, CANADA",ON,43.637063,-79.40452943928982,1,0,0,0,0,0,0,0,0
1648000,2022-02-24 12:09:00,12:09:00,2022,2,24,134.0,PARK-SIGNED HWY-PUBLIC LANE,40,"200 VICTORIA ST, TORONTO, ON, CANADA",ON,43.65442965,-79.37916402031503,0,0,0,0,0,0,0,0,0
1650000,2022-02-28 09:19:00,09:19:00,2022,2,28,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,1,0,0,0,0,0,0,0
1652000,2022-03-03 02:27:00,02:27:00,2022,3,3,3.0,PARK ON PRIVATE PROPERTY,30,"40 HOMEWOOD AVE, TORONTO, ON, CANADA",ON,43.66422685,-79.3755254055545,1,0,0,0,0,0,0,0,0
1654000,2022-03-05 16:58:00,16:58:00,2022,3,5,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"FRONT ST E, TORONTO, ON, CANADA",ON,43.6469432,-79.3768432,0,1,0,0,0,0,0,0,0
1656000,2022-07-22 14:50:00,14:50:00,2022,7,22,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"280 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6496786,-79.392627,0,1,0,0,0,0,0,0,0
1658000,2022-07-25 20:17:00,20:17:00,2022,7,25,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,1,0,0,0,0,0,0,0
1660000,2022-07-28 15:05:00,15:05:00,2022,7,28,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"720 KING ST W, TORONTO, ON, CANADA",ON,43.6437347,-79.4042468,0,0,1,0,0,0,0,0,0
1662000,2022-07-31 22:13:00,22:13:00,2022,7,31,29.0,PARK PROHIBITED TIME NO PERMIT,30,"6 ST JOSEPH ST, TORONTO, ON, CANADA",ON,43.666022,-79.385609,1,0,1,0,0,0,0,0,0
1664000,2022-08-04 09:50:00,09:50:00,2022,8,4,3.0,PARK ON PRIVATE PROPERTY,30,"4700 KEELE ST, TORONTO, ON, CANADA",ON,43.77417545,-79.50474900961275,1,0,0,0,0,0,0,0,0
1666000,2022-08-07 19:02:00,19:02:00,2022,8,7,29.0,PARK PROHIBITED TIME NO PERMIT,30,"34 LITTLE NORWAY CRES, TORONTO, ON, CANADA",ON,43.63406565,-79.39919843051834,1,0,1,0,0,0,0,0,0
1668000,2022-08-10 20:16:00,20:16:00,2022,8,10,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"123 EDWARD ST, TORONTO, ON, CANADA",ON,43.6556316,-79.3870028,0,1,0,0,0,0,0,0,0
1670000,2022-08-13 15:06:00,15:06:00,2022,8,13,3.0,PARK ON PRIVATE PROPERTY,30,"4700 KEELE ST, TORONTO, ON, CANADA",ON,43.77417545,-79.50474900961275,1,0,0,0,0,0,0,0,0
1672000,2022-08-16 19:20:00,19:20:00,2022,8,16,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"123 EDWARD ST, TORONTO, ON, CANADA",ON,43.6556316,-79.3870028,0,1,0,0,0,0,0,0,0
1674000,2022-08-20 01:50:00,01:50:00,2022,8,20,3.0,PARK ON PRIVATE PROPERTY,30,"127 QUEEN ST E, TORONTO, ON, CANADA",ON,43.65352023076923,-79.37373576923078,1,0,0,0,0,0,0,0,0
1676000,2022-08-23 18:20:00,18:20:00,2022,8,23,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"124 EDWARD ST, TORONTO, ON, CANADA",ON,43.6562982,-79.38706267941706,0,1,0,0,0,0,0,0,0
1678000,2022-08-26 20:52:00,20:52:00,2022,8,26,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,0,1,0,0,0,0,0,0
1680000,2022-08-30 18:46:00,18:46:00,2022,8,30,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"1597 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.70610158657641,-79.37512814762303,0,1,0,0,0,0,0,0,0
1682000,2022-09-03 01:06:00,01:06:00,2022,9,3,3.0,PARK ON PRIVATE PROPERTY,30,"18 YORKVILLE AVE, TORONTO, ON, CANADA",ON,43.6719852,-79.3878498,1,0,0,0,0,0,0,0,0
1684000,2022-09-07 04:44:00,04:44:00,2022,9,7,3.0,PARK ON PRIVATE PROPERTY,30,"31 FOUR WINDS DR, TORONTO, ON, CANADA",ON,43.764730751439394,-79.49568214315104,1,0,0,0,0,0,0,0,0
1686000,2022-09-10 08:06:00,08:06:00,2022,9,10,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2479 BLOOR ST W, TORONTO, ON, CANADA",ON,43.6486509,-79.4850938,0,1,0,0,0,0,0,0,0
1688000,2022-09-13 14:24:00,14:24:00,2022,9,13,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"70 TEMPERANCE ST, TORONTO, ON, CANADA",ON,43.6505447,-79.38210984712389,0,0,1,0,0,0,0,0,0
1690000,2022-09-16 12:24:00,12:24:00,2022,9,16,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"677 EUCLID AVE, TORONTO, ON, CANADA",ON,43.66362898571429,-79.4144617,1,0,0,0,0,0,0,0,0
1692000,2022-09-19 20:11:00,20:11:00,2022,9,19,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"EASTERN AVE, TORONTO, ON, CANADA",ON,43.6586497,-79.337798,1,0,0,0,0,0,0,0,0
1694000,2022-09-22 16:22:00,16:22:00,2022,9,22,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"45 OSSINGTON AVE, TORONTO, ON, CANADA",ON,43.645271,-79.4190784,0,0,1,0,0,0,0,0,0
1696000,2022-09-26 04:28:00,04:28:00,2022,9,26,3.0,PARK ON PRIVATE PROPERTY,30,"75 EAST LIBERTY ST, TORONTO, ON, CANADA",ON,43.6379927,-79.41476910085089,1,0,0,0,0,0,0,0,0
1698000,2022-09-28 17:33:00,17:33:00,2022,9,28,3.0,PARK ON PRIVATE PROPERTY,30,"4700 KEELE ST, TORONTO, ON, CANADA",ON,43.77417545,-79.50474900961275,1,0,0,0,0,0,0,0,0
1700000,2022-10-01 10:26:00,10:26:00,2022,10,1,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"FRONT ST E, TORONTO, ON, CANADA",ON,43.6469432,-79.3768432,1,0,0,0,0,0,0,0,0
1702000,2022-10-04 13:47:00,13:47:00,2022,10,4,3.0,PARK ON PRIVATE PROPERTY,30,"125 VILLAGE GREEN SQ, TORONTO, ON, CANADA",ON,43.7774165,-79.2812115,1,0,0,0,0,0,0,0,0
1704000,2022-10-07 02:45:00,02:45:00,2022,10,7,3.0,PARK ON PRIVATE PROPERTY,30,"38 JOE SHUSTER WAY, TORONTO, ON, CANADA",ON,43.6404401,-79.42457159222741,1,0,0,0,0,0,0,0,0
1706000,2022-10-11 11:37:00,11:37:00,2022,10,11,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"1549 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.705303,-79.374765,0,1,0,0,0,0,0,0,0
1708000,2022-10-14 10:25:00,10:25:00,2022,10,14,3.0,PARK ON PRIVATE PROPERTY,30,"2075 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.7219965,-79.3728068,1,0,0,0,0,0,0,0,0
1710000,2022-10-17 15:08:00,15:08:00,2022,10,17,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"22 SHEPPARD ST, TORONTO, ON, CANADA",ON,43.6503534,-79.3825677,0,0,1,0,0,0,0,0,0
1712000,2022-10-20 10:48:00,10:48:00,2022,10,20,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"ROLLING MILLS RD, TORONTO, ON, CANADA",ON,43.6537456,-79.3561022,0,0,1,0,0,0,0,0,0
1714000,2022-10-23 03:40:00,03:40:00,2022,10,23,3.0,PARK ON PRIVATE PROPERTY,30,"25 FOUR WINDS DR, TORONTO, ON, CANADA",ON,43.76486090600757,-79.49508657020573,1,0,0,0,0,0,0,0,0
1716000,2022-12-13 19:23:00,19:23:00,2022,12,13,3.0,PARK ON PRIVATE PROPERTY,30,"500 RICHMOND ST W, TORONTO, ON, CANADA",ON,43.647444,-79.39929,1,0,0,0,0,0,0,0,0
1718000,2022-12-17 17:03:00,17:03:00,2022,12,17,8.0,STAND VEH.-PROHIBIT TIME/DAY,100,"YONGE ST, TORONTO, ON, CANADA",QC,43.6605074,-79.3826949,0,0,1,0,0,0,0,0,0
1720000,2022-12-21 01:17:00,01:17:00,2022,12,21,29.0,PARK PROHIBITED TIME NO PERMIT,30,"120 TWENTY FOURTH ST, TORONTO, ON, CANADA",ON,43.6018215,-79.524568,1,0,1,0,0,0,0,0,0
1722000,2022-12-28 13:00:00,13:00:00,2022,12,28,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"777 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6462595,-79.4080805,0,1,0,0,0,0,0,0,0
1724000,2022-10-25 11:40:00,11:40:00,2022,10,25,355.0,PARK IN ACCESSIBLE NO PERMIT,450,"4700 KEELE ST, TORONTO, ON, CANADA",ON,43.77417545,-79.50474900961275,0,0,0,0,0,1,0,0,0
1726000,2022-10-28 02:03:00,02:03:00,2022,10,28,3.0,PARK ON PRIVATE PROPERTY,30,"66 FOREST MANOR RD, TORONTO, ON, CANADA",ON,43.7723652,-79.3445747,1,0,0,0,0,0,0,0,0
1728000,2022-10-30 19:52:00,19:52:00,2022,10,30,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"52 MABELLE AVE, TORONTO, ON, CANADA",ON,43.646347000000006,-79.52944892439618,1,0,0,0,0,0,0,0,0
1730000,2022-11-02 16:04:00,16:04:00,2022,11,2,3.0,PARK ON PRIVATE PROPERTY,30,"4700 KEELE ST, TORONTO, ON, CANADA",ON,43.77417545,-79.50474900961275,1,0,0,0,0,0,0,0,0
1732000,2022-11-05 11:57:00,11:57:00,2022,11,5,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"250 DAVENPORT RD, TORONTO, ON, CANADA",ON,43.67485775,-79.39828685794072,0,1,0,0,0,0,0,0,0
1734000,2022-11-08 16:28:00,16:28:00,2022,11,8,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"EDWARD ST, TORONTO, ON, CANADA",ON,43.6566007,-79.3831637,0,1,0,0,0,0,0,0,0
1736000,2022-11-11 16:18:00,16:18:00,2022,11,11,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"33 WOOD ST, TORONTO, ON, CANADA",ON,43.6626399,-79.3798667,0,0,1,0,0,0,0,0,0
1738000,2022-11-14 21:27:00,21:27:00,2022,11,14,8.0,STAND VEH.-PROHIBIT TIME/DAY,100,"DUNDAS ST W, TORONTO, ON, CANADA",ON,43.6569838,-79.4527674,0,0,1,0,0,0,0,0,0
1740000,2022-11-18 02:00:00,02:00:00,2022,11,18,3.0,PARK ON PRIVATE PROPERTY,30,"70 FOREST MANOR RD, TORONTO, ON, CANADA",QC,43.7750174,-79.3461257,1,0,0,0,0,0,0,0,0
1742000,2022-11-21 14:22:00,14:22:00,2022,11,21,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"FRONT ST E, TORONTO, ON, CANADA",ON,43.6469432,-79.3768432,0,0,1,0,0,0,0,0,0
1744000,2022-11-24 09:19:00,09:19:00,2022,11,24,3.0,PARK ON PRIVATE PROPERTY,30,"4700 KEELE ST, TORONTO, ON, CANADA",ON,43.77417545,-79.50474900961275,1,0,0,0,0,0,0,0,0
1746000,2022-11-27 02:34:00,02:34:00,2022,11,27,3.0,PARK ON PRIVATE PROPERTY,30,"1153 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6427197,-79.4247485,1,0,0,0,0,0,0,0,0
1748000,2022-11-30 10:20:00,10:20:00,2022,11,30,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"JAMES ST, TORONTO, ON, CANADA",ON,43.6540378,-79.3814922,1,0,0,0,0,0,0,0,0
1750000,2022-12-03 11:39:00,11:39:00,2022,12,3,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"ST CLAIR AVE W, TORONTO, ON, CANADA",ON,43.6667272,-79.495743,0,1,0,0,0,0,0,0,0
1752000,2022-12-06 18:14:00,18:14:00,2022,12,6,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"840 COXWELL AVE, TORONTO, ON, CANADA",ON,43.6903756,-79.3266629,0,1,0,0,0,0,0,0,0
1754000,2022-12-09 18:26:00,18:26:00,2022,12,9,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,1,0,0,0,0,0,0,0
